query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate,ret_top1_lang
429790,zh-en,抽动tourette syndrome是否遗传,"[""7659221|en"", ""7659221|es"", ""7659221|zh""]","[""7659221|zh"", ""7234660|zh"", ""7149654|zh"", ""1499775|zh"", ""7578567|zh"", ""6870512|zh"", ""7072101|zh"", ""7651243|zh"", ""7079489|zh"", ""7493514|zh""]",0.4,zh
429874,zh-en,盐酸曲马多是opioid吗,"[""155033|en"", ""155033|es"", ""155033|zh""]","[""1673517|zh"", ""155033|zh"", ""7624884|zh"", ""7385885|zh"", ""7445506|zh"", ""7436902|zh"", ""7759872|zh"", ""7209767|zh"", ""7747118|zh"", ""7106552|zh""]",0.33333333333333337,zh
429942,zh-en,三尖牛排是tender cut吗,"[""7346827|en"", ""7346827|es"", ""7346827|zh""]","[""7346827|zh"", ""750334|zh"", ""7418727|zh"", ""7605458|zh"", ""7402265|zh"", ""7765948|zh"", ""6415509|zh"", ""7226279|zh"", ""7408256|zh"", ""7422765|zh""]",0.19999999999999996,zh
429958,zh-en,tricare是group health plan吗,"[""7586618|en"", ""7586618|es"", ""7586618|zh""]","[""2262766|zh"", ""7241512|zh"", ""7400397|zh"", ""7586618|zh"", ""7067891|zh"", ""7171602|zh"", ""7342386|zh"", ""7132387|zh"", ""7695991|zh"", ""7496968|zh""]",0.5,zh
429998,zh-en,特丽莎·伊尔伍德和garth brooks离婚了吗,"[""489053|en"", ""489053|es"", ""489053|zh""]","[""489053|zh"", ""7569446|zh"", ""7716653|zh"", ""7309073|zh"", ""7841583|zh"", ""7398690|zh"", ""7573749|zh"", ""7761845|zh"", ""7874619|zh"", ""8004401|zh""]",0.19999999999999996,zh
430113,zh-en,学费可以tax deductible吗,"[""1805336|en"", ""1805336|es"", ""1805336|zh""]","[""1805336|zh"", ""7449384|zh"", ""7435487|zh"", ""7699847|zh"", ""7688312|zh"", ""7404532|zh"", ""1043617|zh"", ""7166333|zh"", ""7155638|zh"", ""7435482|zh""]",0.25,zh
430458,zh-en,o pt是否acceptable接受无薪实习,"[""7569637|en"", ""7569637|es"", ""7569637|zh""]","[""7569637|zh"", ""7997938|zh"", ""7143361|zh"", ""7524854|zh"", ""7712968|zh"", ""7883229|zh"", ""7341792|zh"", ""7809949|zh"", ""7272800|zh"", ""7349980|zh""]",0.33333333333333337,zh
430560,zh-en,犹他州是recreational marijuana state吗,"[""7475317|en"", ""7475317|es"", ""7475317|zh""]","[""7475317|zh"", ""7827124|zh"", ""7729533|zh"", ""7912824|zh"", ""7068818|zh"", ""7940491|zh"", ""290885|zh"", ""7797828|zh"", ""7125089|zh"", ""7276446|zh""]",0.5,zh
430632,zh-en,valsartan a diuretic吗,"[""7445864|en"", ""7445864|es"", ""7445864|zh""]","[""8001984|zh"", ""7445864|zh"", ""7590551|zh"", ""7902167|zh"", ""7365683|zh"", ""7722320|zh"", ""7987999|zh"", ""7907446|zh"", ""7590553|zh"", ""7338538|zh""]",0.75,zh
430644,zh-en,van ness metro station关闭了吗,"[""7675542|en"", ""7675542|es"", ""7675542|zh""]","[""7675542|zh"", ""7833333|zh"", ""891268|zh"", ""7275759|zh"", ""7610732|zh"", ""7307998|zh"", ""7817129|zh"", ""7724670|zh"", ""7355752|zh"", ""7088695|zh""]",0.16666666666666663,zh
430824,zh-en,是一个word吗,"[""2286027|en"", ""2286027|es"", ""2286027|zh""]","[""7534089|zh"", ""7091662|zh"", ""2158081|zh"", ""7493372|zh"", ""7949839|zh"", ""7212398|zh"", ""7321071|zh"", ""7763719|zh"", ""7569988|zh"", ""7342150|zh""]",0.25,zh
430985,zh-en,维生素e被认为是blood thinner吗,"[""7646548|en"", ""7646548|es"", ""7646548|zh""]","[""7646548|zh"", ""7546427|zh"", ""7671340|zh"", ""7323291|zh"", ""7376663|zh"", ""7272453|zh"", ""7458746|zh"", ""7217350|zh"", ""7470763|zh"", ""7124631|zh""]",0.25,zh
430989,zh-en,维生素e对fatty liver有好处吗,"[""7671340|en"", ""7671340|es"", ""7671340|zh""]","[""7671340|zh"", ""7646548|zh"", ""7376663|zh"", ""3463479|zh"", ""551283|zh"", ""7546427|zh"", ""7787317|zh"", ""7314009|zh"", ""7117654|zh"", ""7893891|zh""]",0.1428571428571429,zh
431005,zh-en,是k potassium,"[""7543213|en"", ""7543213|es"", ""7543213|zh""]","[""7543213|zh"", ""7208037|zh"", ""4588611|zh"", ""7187701|zh"", ""7166374|zh"", ""7996491|zh"", ""7188001|zh"", ""1460244|zh"", ""7451752|zh"", ""7183585|zh""]",0.5,zh
431007,zh-en,vitamin k真的负责凝血吗,"[""7470763|en"", ""7470763|es"", ""7470763|zh""]","[""7470763|zh"", ""7646548|zh"", ""7546427|zh"", ""6519900|zh"", ""1192810|zh"", ""1374083|zh"", ""4092416|zh"", ""4099943|zh"", ""7579416|zh"", ""7523611|zh""]",0.16666666666666663,zh
431085,zh-en,vu是vietnamese吗,"[""7517851|en"", ""7517851|es"", ""7517851|zh""]","[""7517851|zh"", ""7664033|zh"", ""7970290|zh"", ""7721578|zh"", ""7639524|zh"", ""7217353|zh"", ""7244955|zh"", ""7852054|zh"", ""7618413|zh"", ""7275935|zh""]",0.25,zh
431098,zh-en,waiter有性别吗,"[""7474278|en"", ""7474278|es"", ""7474278|zh""]","[""7474278|zh"", ""7149571|zh"", ""7657923|zh"", ""7691286|zh"", ""7565604|zh"", ""1727593|zh"", ""7175278|zh"", ""7303666|zh"", ""7084522|zh"", ""7681827|zh""]",0.25,zh
431296,zh-en,韦伯斯特百科全书未删节词典可collectible吗,"[""7534089|en"", ""7534089|es"", ""7534089|zh""]","[""7534089|zh"", ""7411721|zh"", ""7188652|zh"", ""7804266|zh"", ""7294698|zh"", ""7600339|zh"", ""7245028|zh"", ""2158081|zh"", ""7355625|zh"", ""2286027|zh""]",0.125,zh
431407,zh-en,white莉香米健康吗,"[""7698706|en"", ""7698706|es"", ""7698706|zh""]","[""7698706|zh"", ""7902167|zh"", ""7643618|zh"", ""7096647|zh"", ""7671340|zh"", ""7744285|zh"", ""7301189|zh"", ""7107527|zh"", ""7942753|zh"", ""7806257|zh""]",0.25,zh
431481,zh-en,willie mcgee在名人堂吗,"[""7577411|en"", ""7577411|es"", ""7577411|zh""]","[""7577411|zh"", ""7499378|zh"", ""7964304|zh"", ""7847456|zh"", ""7896237|zh"", ""7569528|zh"", ""7556122|zh"", ""7286801|zh"", ""7443737|zh"", ""7964292|zh""]",0.5,zh
431518,zh-en,是windows sidebar,"[""7477298|en"", ""7477298|es"", ""7477298|zh""]","[""7477298|zh"", ""4314658|zh"", ""7606930|zh"", ""7467440|zh"", ""7960642|zh"", ""7376967|zh"", ""7978462|zh"", ""7432082|zh"", ""7373623|zh"", ""7938563|zh""]",0.5,zh
431732,zh-en,雅虎是browser吗？,"[""7548661|en"", ""7548661|es"", ""7548661|zh""]","[""7548661|zh"", ""7418884|zh"", ""7443936|zh"", ""7228305|zh"", ""7760397|zh"", ""7826732|zh"", ""2593573|zh"", ""7167848|zh"", ""7740040|zh"", ""7893227|zh""]",0.25,zh
431739,zh-en,耶鲁是私立university吗？,"[""2452077|en"", ""2452077|es"", ""2452077|zh""]","[""2452077|zh"", ""7264873|zh"", ""3368477|zh"", ""7783012|zh"", ""7391583|zh"", ""7087585|zh"", ""7350567|zh"", ""7822380|zh"", ""7746596|zh"", ""7933689|zh""]",0.19999999999999996,zh
431821,zh-en,你healthy吗,"[""7543932|en"", ""7543932|es"", ""7543932|zh""]","[""7374761|zh"", ""7772009|zh"", ""3994173|zh"", ""7942753|zh"", ""7902167|zh"", ""7103054|zh"", ""7199795|zh"", ""7852080|zh"", ""2777343|zh"", ""5547145|zh""]",0.33333333333333337,zh
432029,zh-en,唑吡坦是习惯forming的吗,"[""7582580|en"", ""7582580|es"", ""7582580|zh""]","[""7582580|zh"", ""172209|zh"", ""7625259|zh"", ""750825|zh"", ""7619606|zh"", ""7907446|zh"", ""7084753|zh"", ""7898559|zh"", ""5113555|zh"", ""7974865|zh""]",0.1428571428571429,zh
432117,zh-en,cost,"[""5750284|en"", ""5750284|es"", ""5750284|zh""]","[""7538782|en"", ""7387270|en"", ""7512404|en"", ""7176679|en"", ""7987323|en"", ""7550353|en"", ""7641820|en"", ""7796475|en"", ""4788282|en"", ""7387270|zh""]",1.0,en
43239,zh-en,纽约麻醉师的平均salary,"[""7841638|en"", ""7841638|es"", ""7841638|zh""]","[""7841638|zh"", ""7975076|zh"", ""7488286|zh"", ""7426862|zh"", ""7982362|zh"", ""7663664|zh"", ""7308554|zh"", ""7589359|zh"", ""882642|zh"", ""7447492|zh""]",0.25,zh
432455,zh-en,number已过期,"[""7482719|en"", ""7482719|es"", ""7482719|zh""]","[""7220716|zh"", ""7482719|zh"", ""7508806|zh"", ""7392067|zh"", ""7369987|zh"", ""7096647|zh"", ""7550938|zh"", ""7710540|zh"", ""7698144|zh"", ""7305235|zh""]",0.5,zh
432602,zh-en,jackfruit recipe vegan,"[""7444555|en"", ""7444555|es"", ""7444555|zh""]","[""7444555|en"", ""7082607|en"", ""7444555|es"", ""7452294|en"", ""7388305|en"", ""7134569|en"", ""7940002|en"", ""7490179|en"", ""1850162|en"", ""7315912|es""]",1.0,en
432653,zh-en,jail definition,"[""7403687|en"", ""7403687|es"", ""7403687|zh""]","[""7403687|en"", ""7188600|en"", ""7881598|en"", ""440977|en"", ""7881215|en"", ""7403687|es"", ""7354478|en"", ""7077506|en"", ""7624848|en"", ""7368942|en""]",1.0,en
432702,zh-en,詹姆斯·迪林do,"[""7642657|en"", ""7642657|es"", ""7642657|zh""]","[""7664604|zh"", ""7737006|zh"", ""7913227|zh"", ""7642657|zh"", ""7732555|zh"", ""7542951|zh"", ""7272003|zh"", ""7383643|zh"", ""7695210|zh"", ""7556122|zh""]",0.33333333333333337,zh
433034,zh-en,jefferson parish salaries,"[""7432506|en"", ""7432506|es"", ""7432506|zh""]","[""7432506|en"", ""7432506|es"", ""2607302|en"", ""7447492|en"", ""8003430|en"", ""7721425|en"", ""7505500|en"", ""7885567|es"", ""7505500|es"", ""7721425|es""]",1.0,en
43320,zh-en,英国数据科学家的平均salary,"[""7474981|en"", ""7474981|es"", ""7474981|zh""]","[""7474981|zh"", ""7168203|zh"", ""7831540|zh"", ""1186467|zh"", ""7968630|zh"", ""7988047|zh"", ""7905805|zh"", ""8008166|zh"", ""7488286|zh"", ""7314595|zh""]",0.19999999999999996,zh
433206,zh-en,jll最有道德的company多少年了,"[""7405578|en"", ""7405578|es"", ""7405578|zh""]","[""7405578|zh"", ""7715627|zh"", ""7562132|zh"", ""7505500|zh"", ""7573749|zh"", ""7993617|zh"", ""7275759|zh"", ""7294368|zh"", ""7309073|zh"", ""7499378|zh""]",0.125,zh
433388,zh-en,joon joon定义,"[""7625749|en"", ""7625749|es"", ""7625749|zh""]","[""7625749|zh"", ""7835668|zh"", ""7307864|zh"", ""7135472|zh"", ""7768723|zh"", ""7171844|zh"", ""7958302|zh"", ""4969080|zh"", ""7131439|zh"", ""7184269|zh""]",0.5,zh
433425,zh-en,josiah西班牙语名字的meaning,"[""7688065|en"", ""7688065|es"", ""7688065|zh""]","[""7688065|zh"", ""7961504|zh"", ""7405441|zh"", ""7624295|zh"", ""7962269|zh"", ""7244486|zh"", ""7625749|zh"", ""7170513|zh"", ""7066971|zh"", ""7437039|zh""]",0.19999999999999996,zh
433558,zh-en,julian hough net worth,"[""7633468|en"", ""7633468|es"", ""7633468|zh""]","[""7633468|en"", ""7633468|es"", ""7642717|en"", ""7174927|en"", ""7573749|en"", ""7090878|en"", ""7610867|en"", ""7573749|es"", ""7642717|es"", ""7604715|en""]",1.0,en
433691,zh-en,justifying定义,"[""7409144|en"", ""7409144|es"", ""7409144|zh""]","[""7640856|zh"", ""7881215|zh"", ""7137090|zh"", ""7857918|zh"", ""7402837|zh"", ""7077506|zh"", ""6166672|zh"", ""7346319|zh"", ""7873670|zh"", ""7330528|zh""]",0.6666666666666667,zh
434134,zh-en,kenneth wiseman,"[""7685168|en"", ""7685168|es"", ""7685168|zh""]","[""7685168|en"", ""7685168|es"", ""7697006|es"", ""4146836|es"", ""7280593|es"", ""7730141|en"", ""7148053|es"", ""7986039|en"", ""7090895|es"", ""7801758|es""]",1.0,en
434329,zh-en,在nfl选秀中被选中的kicker,"[""7424319|en"", ""7424319|es"", ""7424319|zh""]","[""7424319|zh"", ""2329639|zh"", ""7837686|zh"", ""7695210|zh"", ""7737006|zh"", ""7852772|zh"", ""7286801|zh"", ""7869208|zh"", ""7849238|zh"", ""7433106|zh""]",0.2222222222222222,zh
434514,zh-en,king cake,"[""7529862|en"", ""7529862|es"", ""7529862|zh""]","[""7529862|en"", ""7529862|es"", ""7536347|en"", ""7442986|en"", ""7184340|en"", ""7536347|es"", ""7101625|en"", ""7185303|en"", ""7254546|en"", ""7231321|en""]",1.0,en
434526,zh-en,特大号记忆海绵床垫price,"[""7437431|en"", ""7437431|es"", ""7437431|zh""]","[""7437431|zh"", ""7214917|zh"", ""7496698|zh"", ""7714162|zh"", ""7714160|zh"", ""7105390|zh"", ""7879904|zh"", ""7757489|zh"", ""7372785|zh"", ""5601783|zh""]",0.19999999999999996,zh
434558,zh-en,kinipela名字的meaning,"[""7684998|en"", ""7684998|es"", ""7684998|zh""]","[""7684998|zh"", ""7850739|zh"", ""7143588|zh"", ""7688065|zh"", ""7130196|zh"", ""7134705|zh"", ""7987691|zh"", ""7821807|zh"", ""2924518|zh"", ""6786974|zh""]",0.25,zh
434835,zh-en,科尼konig class战列舰,"[""7441373|en"", ""7441373|es"", ""7441373|zh""]","[""7441373|zh"", ""7242772|zh"", ""7430864|zh"", ""7828241|zh"", ""7143091|zh"", ""7445276|zh"", ""7397022|zh"", ""7857596|zh"", ""7079772|zh"", ""7452439|zh""]",0.75,zh
434860,zh-en,korean women volleyball,"[""7592099|en"", ""7592099|es"", ""7592099|zh""]","[""7592099|en"", ""7592099|es"", ""7472249|en"", ""7969008|en"", ""7695693|en"", ""7969008|es"", ""7472249|es"", ""7225980|en"", ""7759153|en"", ""7837686|en""]",1.0,en
435025,zh-en,kynect ky phone number,"[""7521076|en"", ""7521076|es"", ""7521076|zh""]","[""7521076|en"", ""7521076|es"", ""7521076|zh"", ""7994189|es"", ""7680972|en"", ""7865631|en"", ""7865631|es"", ""7994189|en"", ""7523033|en"", ""7523033|es""]",0.33333333333333337,en
435115,zh-en,labcorp hours operations,"[""7680210|en"", ""7680210|es"", ""7680210|zh""]","[""7680210|en"", ""7680210|es"", ""7101392|en"", ""7236463|en"", ""7569637|en"", ""7416614|en"", ""7341792|en"", ""7791167|en"", ""7430864|en"", ""7341497|en""]",0.5,en
435341,zh-en,从古巴游泳到florida的女士,"[""7619175|en"", ""7619175|es"", ""7619175|zh""]","[""7619175|zh"", ""7355808|zh"", ""7903281|zh"", ""7837686|zh"", ""7837103|zh"", ""7243247|zh"", ""7509891|zh"", ""7763592|zh"", ""7964304|zh"", ""7605403|zh""]",0.1428571428571429,zh
435472,zh-en,lamborghini games,"[""7488466|en"", ""7488466|es"", ""7488466|zh""]","[""7488466|es"", ""7488466|en"", ""7529532|en"", ""7208986|es"", ""7743188|en"", ""7529532|es"", ""7607523|es"", ""7743188|es"", ""7528772|es"", ""7111419|es""]",1.0,es
435684,zh-en,羊毛脂油的用途和side effects,"[""7440840|en"", ""7440840|es"", ""7440840|zh""]","[""7440840|zh"", ""7671340|zh"", ""7626057|zh"", ""7821622|zh"", ""5807303|zh"", ""7394439|zh"", ""7073631|zh"", ""7179791|zh"", ""7184592|zh"", ""7510768|zh""]",0.16666666666666663,zh
435764,zh-en,最大的african baobab包树,"[""7659725|en"", ""7659725|es"", ""7659725|zh""]","[""7659725|zh"", ""7405784|zh"", ""7904294|zh"", ""7081173|zh"", ""7433767|zh"", ""7208493|zh"", ""7275770|zh"", ""7459395|zh"", ""1228986|zh"", ""2796700|zh""]",0.5,zh
435804,zh-en,最大的aluminum smelter炼厂,"[""7434058|en"", ""7434058|es"", ""7434058|zh""]","[""7434058|zh"", ""7266069|zh"", ""7945160|zh"", ""7738424|zh"", ""7524544|zh"", ""7740414|zh"", ""5926524|zh"", ""7546889|zh"", ""7433767|zh"", ""7487327|zh""]",0.5,zh
435949,zh-en,目前在美洲最大的bird,"[""7608943|en"", ""7608943|es"", ""7608943|zh""]","[""7736424|zh"", ""7904294|zh"", ""1228986|zh"", ""7608943|zh"", ""7736427|zh"", ""7738424|zh"", ""5029589|zh"", ""7996343|zh"", ""7938552|zh"", ""7601992|zh""]",0.16666666666666663,zh
435951,zh-en,最大的bird,"[""1228986|en"", ""1228986|es"", ""1228986|zh""]","[""1228986|zh"", ""5270899|zh"", ""7904294|zh"", ""1499955|zh"", ""7594460|zh"", ""7370061|zh"", ""7816303|zh"", ""7625327|zh"", ""7255914|zh"", ""7580754|zh""]",0.33333333333333337,zh
436124,zh-en,最大的chevy dealership,"[""7546889|en"", ""7546889|es"", ""7546889|zh""]","[""7546889|zh"", ""7404721|zh"", ""7993617|zh"", ""7320894|zh"", ""7824560|zh"", ""2523360|zh"", ""7926155|zh"", ""7266069|zh"", ""7234511|zh"", ""7524544|zh""]",0.5,zh
436228,zh-en,最大的commercial airliner,"[""6359114|en"", ""6359114|es"", ""6359114|zh""]","[""7824560|zh"", ""7255914|zh"", ""7816303|zh"", ""5270899|zh"", ""7429547|zh"", ""7266069|zh"", ""5538481|zh"", ""7418884|zh"", ""7926907|zh"", ""7584899|zh""]",0.5,zh
436544,zh-en,global最大的人力资源公司,"[""7562129|en"", ""7562129|es"", ""7562129|zh"", ""7562132|en"", ""7562132|es"", ""7562132|zh""]","[""7562129|zh"", ""7562132|zh"", ""7738424|zh"", ""4002760|zh"", ""7883229|zh"", ""7652951|zh"", ""7462471|zh"", ""7403705|zh"", ""7418884|zh"", ""7468709|zh""]",0.19999999999999996,zh
43660,zh-en,英国按age划分的平均工资,"[""7728120|en"", ""7728120|es"", ""7728120|zh""]","[""7474981|zh"", ""1186467|zh"", ""7195729|zh"", ""7988047|zh"", ""7488286|zh"", ""7551084|zh"", ""7982362|zh"", ""7549630|zh"", ""7728120|zh"", ""7463564|zh""]",0.16666666666666663,zh
436700,zh-en,北卡罗来纳州最大的jeep dealership,"[""7574336|en"", ""7574336|es"", ""7574336|zh""]","[""7574336|zh"", ""7546889|zh"", ""7089181|zh"", ""7266516|zh"", ""7728263|zh"", ""3564358|zh"", ""7926155|zh"", ""7738424|zh"", ""7915758|zh"", ""7105586|zh""]",0.4,zh
436838,zh-en,最大的lobster在哪里,"[""7616656|en"", ""7616656|es"", ""7616656|zh""]","[""7495093|zh"", ""7738424|zh"", ""1228986|zh"", ""7095246|zh"", ""7904294|zh"", ""7616656|zh"", ""7677494|zh"", ""7266069|zh"", ""7091380|zh"", ""7740513|zh""]",0.19999999999999996,zh
436936,zh-en,阿富汗最largest的军事基地,"[""7405462|en"", ""7405462|es"", ""7405462|zh""]","[""7405462|zh"", ""7610818|zh"", ""7843910|zh"", ""7459395|zh"", ""7266516|zh"", ""2768230|zh"", ""7792127|zh"", ""7076167|zh"", ""7655477|zh"", ""7911995|zh""]",0.25,zh
436987,zh-en,美国最大的天然lake,"[""7644956|en"", ""7644956|es"", ""7644956|zh""]","[""7192642|zh"", ""7904294|zh"", ""7379640|zh"", ""7468857|zh"", ""7241873|zh"", ""7266069|zh"", ""7677494|zh"", ""7220685|zh"", ""7095246|zh"", ""1968762|zh""]",0.25,zh
437142,zh-en,最largest的玉米生产国,"[""7532157|en"", ""7532157|es"", ""7532157|zh""]","[""7532157|zh"", ""7703390|zh"", ""7459395|zh"", ""1097403|zh"", ""7738539|zh"", ""7738424|zh"", ""7229551|zh"", ""7655479|zh"", ""7636793|zh"", ""7904294|zh""]",0.25,zh
437327,zh-en,见过的最大的活snake,"[""7580754|en"", ""7580754|es"", ""7580754|zh""]","[""7580754|zh"", ""1228986|zh"", ""7904294|zh"", ""7616656|zh"", ""7599140|zh"", ""7298577|zh"", ""1499955|zh"", ""7824852|zh"", ""7370061|zh"", ""7338133|zh""]",0.16666666666666663,zh
437422,zh-en,最大的tech companies,"[""7418884|en"", ""7418884|es"", ""7418884|zh""]","[""7418884|zh"", ""7993617|zh"", ""7738424|zh"", ""7082365|zh"", ""7652951|zh"", ""7562129|zh"", ""4002760|zh"", ""7562132|zh"", ""7697378|zh"", ""7930555|zh""]",0.5,zh
437914,zh-en,最新版本的edge browser,"[""7432082|en"", ""7432082|es"", ""7432082|zh""]","[""7432082|zh"", ""7550490|zh"", ""7548661|zh"", ""7760397|zh"", ""162215|zh"", ""2593573|zh"", ""7335442|zh"", ""7079592|zh"", ""7873538|zh"", ""7898048|zh""]",0.4,zh
437960,zh-en,lather定义,"[""7404660|en"", ""7404660|es"", ""7404660|zh""]","[""7142384|zh"", ""7254292|zh"", ""7366591|zh"", ""7416894|zh"", ""7159527|zh"", ""7624295|zh"", ""7080528|zh"", ""7774114|zh"", ""7989022|zh"", ""7451266|zh""]",0.5,zh
438286,zh-en,leadership coaching定义,"[""7405394|en"", ""7405394|es"", ""7405394|zh""]","[""7972891|zh"", ""7405394|zh"", ""7972893|zh"", ""7489728|zh"", ""7937329|zh"", ""4548592|zh"", ""8000337|zh"", ""2020679|zh"", ""7630178|zh"", ""7765139|zh""]",0.6666666666666667,zh
438294,zh-en,leadership是 ________ 。,"[""4548592|en"", ""4548592|es"", ""4548592|zh""]","[""4548592|zh"", ""7211302|zh"", ""7073207|zh"", ""7210590|zh"", ""7771874|zh"", ""7870042|zh"", ""7075317|zh"", ""7118597|zh"", ""7090935|zh"", ""7765139|zh""]",0.5,zh
438366,zh-en,league legends customer service number,"[""7423938|en"", ""7423938|es"", ""7423938|zh""]","[""7423938|en"", ""7423938|es"", ""7071903|en"", ""7071903|es"", ""7169234|en"", ""7537749|en"", ""7317935|es"", ""7423938|zh"", ""7089106|en"", ""2137948|en""]",1.0,en
438393,zh-en,lean制造：什么是Muda,"[""2943832|en"", ""2943832|es"", ""2943832|zh""]","[""2943832|zh"", ""7926959|zh"", ""3003239|zh"", ""7479599|zh"", ""7285551|zh"", ""7481883|zh"", ""3055780|zh"", ""7516320|zh"", ""7997923|zh"", ""7218253|zh""]",0.19999999999999996,zh
438661,zh-en,lee definition,"[""5572723|en"", ""5572723|es"", ""5572723|zh""]","[""5572723|en"", ""7087289|en"", ""7778098|en"", ""7675084|en"", ""7628671|en"", ""7512908|en"", ""7697613|en"", ""7640667|en"", ""7406252|en"", ""7016640|en""]",1.0,en
438761,zh-en,homeless的法律定义,"[""2154924|en"", ""2154924|es"", ""2154924|zh""]","[""2154924|zh"", ""7937250|zh"", ""7153433|zh"", ""7187955|zh"", ""7290198|zh"", ""7234933|zh"", ""7108515|zh"", ""7526239|zh"", ""7402837|zh"", ""281541|zh""]",0.25,zh
438810,zh-en,commercial activity的法律定义,"[""7518278|en"", ""7518278|es"", ""7518278|zh""]","[""7518278|zh"", ""7297076|zh"", ""7618680|zh"", ""7153433|zh"", ""2793991|zh"", ""7372824|zh"", ""7842625|zh"", ""7290198|zh"", ""402009|zh"", ""7116323|zh""]",0.25,zh
438970,zh-en,legal definition合理指示,"[""7596452|en"", ""7596452|es"", ""7596452|zh""]","[""7147274|zh"", ""7596452|zh"", ""7402837|zh"", ""8004632|zh"", ""7372824|zh"", ""7077506|zh"", ""2158081|zh"", ""7497486|zh"", ""7330528|zh"", ""7618680|zh""]",0.5,zh
439026,zh-en,legal nurse consultant,"[""7440653|en"", ""7440653|es"", ""7440653|zh""]","[""7440653|en"", ""7440653|es"", ""7999259|en"", ""7999259|es"", ""7845544|es"", ""7995392|es"", ""7486362|es"", ""7995392|en"", ""7330383|en"", ""7079658|en""]",1.0,en
439061,zh-en,40 小时后你是否需要支付time和半费用？,"[""1248180|en"", ""1248180|es"", ""1248180|zh""]","[""1248180|zh"", ""7351928|zh"", ""7091925|zh"", ""5581|zh"", ""3948109|zh"", ""7043923|zh"", ""7349980|zh"", ""7504043|zh"", ""7376469|zh"", ""7359458|zh""]",0.09090909090909094,zh
439190,zh-en,len definition ， excel ，文本,"[""7669864|en"", ""7669864|es"", ""7669864|zh""]","[""7669864|zh"", ""7212398|zh"", ""2158081|zh"", ""7644494|zh"", ""7576526|zh"", ""7763719|zh"", ""7993251|zh"", ""7369515|zh"", ""7190911|zh"", ""7619857|zh""]",0.25,zh
439285,zh-en,吸毒者每天服用药物的lengths,"[""7648407|en"", ""7648407|es"", ""7648407|zh""]","[""5616677|zh"", ""1735979|zh"", ""7340167|zh"", ""787564|zh"", ""7084753|zh"", ""7333688|zh"", ""7648407|zh"", ""6435810|zh"", ""992238|zh"", ""7559170|zh""]",0.16666666666666663,zh
439375,zh-en,lesion rib causes,"[""7656104|en"", ""7656104|es"", ""7656104|zh""]","[""7436761|en"", ""7767295|en"", ""7434863|en"", ""6792893|en"", ""7572965|en"", ""2604999|en"", ""7656104|en"", ""595800|en"", ""1383246|en"", ""7113578|en""]",1.0,en
439385,zh-en,lesly meaning,"[""7464864|en"", ""7464864|es"", ""7464864|zh""]","[""7464864|en"", ""7140394|en"", ""7134646|en"", ""7332017|en"", ""7946629|en"", ""7137257|en"", ""7560487|en"", ""7898301|en"", ""7675084|en"", ""7940839|en""]",1.0,en
439549,zh-en,lexical approach,"[""7558926|en"", ""7558926|es"", ""7558926|zh""]","[""7558926|en"", ""7560487|en"", ""7558926|es"", ""7182145|en"", ""865335|en"", ""7844736|en"", ""7555217|en"", ""2158081|en"", ""7550938|en"", ""7875319|en""]",1.0,en
439778,zh-en,lidopro软膏费用,"[""7551116|en"", ""7551116|es"", ""7551116|zh""]","[""7551116|zh"", ""7335152|zh"", ""845865|zh"", ""7192236|zh"", ""5750284|zh"", ""7411349|zh"", ""7090346|zh"", ""7343704|zh"", ""7995002|zh"", ""7200683|zh""]",0.5,zh
439890,zh-en,diabetes的生活方式因素,"[""7526759|en"", ""7526759|es"", ""7526759|zh""]","[""7526759|zh"", ""5898427|zh"", ""7113964|zh"", ""5458022|zh"", ""7308739|zh"", ""7846181|zh"", ""7776917|zh"", ""7448171|zh"", ""7350212|zh"", ""7203614|zh""]",0.19999999999999996,zh
440028,zh-en,lil泵有多大old,"[""7542951|en"", ""7542951|es"", ""7542951|zh""]","[""1950713|zh"", ""7917222|zh"", ""7594460|zh"", ""7300747|zh"", ""7438602|zh"", ""7096348|zh"", ""7693709|zh"", ""7096154|zh"", ""7928696|zh"", ""7068953|zh""]",0.16666666666666663,zh
440269,zh-en,林代尔乔治亚州在哪个county,"[""7678784|en"", ""7678784|es"", ""7678784|zh""]","[""7678784|zh"", ""7236848|zh"", ""7330540|zh"", ""7559068|zh"", ""7856253|zh"", ""7908936|zh"", ""4349812|zh"", ""7487327|zh"", ""7198246|zh"", ""7609681|zh""]",0.16666666666666663,zh
440581,zh-en,列出inflammatory foods,"[""6818799|en"", ""6818799|es"", ""6818799|zh"", ""7562222|en"", ""7562222|es"", ""7562222|zh""]","[""6818799|zh"", ""7148584|zh"", ""7237598|zh"", ""7728910|zh"", ""7626057|zh"", ""7701566|zh"", ""7426045|zh"", ""7584469|zh"", ""7301189|zh"", ""7987997|zh""]",0.6666666666666667,zh
440759,zh-en,肾上food adrenal清单,"[""3870364|en"", ""3870364|es"", ""3870364|zh""]","[""7584469|zh"", ""3870364|zh"", ""6818799|zh"", ""7153165|zh"", ""7584467|zh"", ""7942753|zh"", ""7347446|zh"", ""7509196|zh"", ""7664547|zh"", ""1738230|zh""]",0.6666666666666667,zh
